"population","river","year","surveydate","pos.weir","pos.trap","siteid","sex","origin","forklength","agedesignation","age.best","age.cwt","age.scale","age.key","age.length","prespawn","oppunch.present","oppunch.type","objective","mark.recap.eligible"
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","F","Nat",760,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","F","Nat",640,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","M","Nat",820,"Adult",4,NA,4,NA,5,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","M","Nat",830,"Adult",4,NA,4,NA,5,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","F","Nat",660,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","F","Nat",750,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","F","Nat",NA,"Adult",4,NA,4,NA,NA,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","F","Nat",690,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","F","Nat",880,"Adult",5,NA,5,NA,5,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","F","Nat",690,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-17,"above","above","CATH5","F","Unk",745,"Adult",4,NA,NA,NA,4,"Spawned","No","None","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-17,"above","above","CATH5","F","Nat",735,"Adult",4,NA,NA,NA,4,"Spawned","No","None","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","F","Nat",900,"Adult",5,NA,NA,NA,5,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH5","F","Nat",650,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH5","M","Hat",180,"MiniJ",2,NA,2,NA,NA,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH5","F","Nat",740,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","F","Nat",650,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH5","M","Nat",790,"Adult",4,NA,NA,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH5","M","Hat",175,"MiniJ",2,NA,2,NA,NA,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH5","M","Nat",840,"Adult",4,NA,4,NA,5,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-08-28,"above","above","CATH5","F","Nat",720,"Adult",4,NA,4,NA,4,"PreSpawn","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-08-28,"above","above","CATH5","F","Nat",730,"Adult",4,NA,4,NA,4,"PreSpawn","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","M","Nat",710,"Adult",4,NA,NA,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH5","M","Nat",720,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","M","Nat",710,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH5","F","Nat",750,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH5","M","Nat",735,"Adult",4,NA,NA,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH5","M","Nat",780,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH6","F","Nat",850,"Adult",4,NA,4,NA,5,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH6","M","Hat",470,"Jack",3,3,NA,NA,3,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH7.1","F","Nat",670,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH7.1","F","Nat",650,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-18,"above","above","CATH7.1","F","Nat",732,"Adult",4,NA,NA,NA,4,"Spawned","Yes","1ROP","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-18,"above","above","CATH7.1","F","Nat",645,"Adult",4,NA,NA,NA,4,"Spawned","Yes","1ROP","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-18,"above","above","CATH7.1","M","Nat",655,"Adult",4,NA,NA,NA,4,NA,"Yes","1ROP","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-18,"above","above","CATH7.1","M","Nat",695,"Adult",4,NA,NA,NA,4,NA,"Yes","1ROP","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-18,"above","above","CATH7.1","M","Nat",620,"Adult",4,NA,NA,NA,4,NA,"Unk","Unk","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH7.1","F","Nat",780,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-18,"above","above","CATH7.1","M","Nat",660,"Adult",4,NA,NA,NA,4,NA,"No","None","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-18,"above","above","CATH7.1","F","Nat",620,"Adult",4,NA,NA,NA,4,"Spawned","No","None","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-18,"above","above","CATH7.1","F","Nat",755,"Adult",4,NA,NA,NA,4,"Spawned","No","None","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH7.1","M","Nat",680,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH7.1","M","Nat",650,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH7.1","F","Nat",860,"Adult",5,NA,5,NA,5,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-18,"above","above","CATH7.1","F","Nat",690,"Adult",4,NA,NA,NA,4,"Spawned","No","None","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-26,"above","above","CATH7.1","F","Nat",845,"Adult",5,NA,NA,NA,5,"Spawned","No","None","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-18,"above","above","CATH7.1","M","Nat",790,"Adult",4,NA,NA,NA,4,NA,"Unk","Unk","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-11,"above","above","CATH7.1","F","Nat",710,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-26,"below","below","CATH7.2C","M","Nat",931,"Adult",5,NA,NA,NA,5,NA,"Yes","1ROP","Carcass",TRUE
"Catherine","Catherine Creek",2001,2001-09-05,"above","above","CATH7.2E","M","Nat",NA,"Adult",4,NA,4,NA,NA,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH1","Unk","Nat",800,"Adult",5,NA,NA,NA,5,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH1","M","Hat",720,"Adult",4,4,NA,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH1","F","Nat",750,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH1","F","Hat",680,"Adult",4,4,NA,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH1","F","Hat",730,"Adult",4,4,NA,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH1","F","Nat",NA,"Adult",4,NA,NA,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH1","M","Nat",872,"Adult",5,NA,5,NA,5,NA,"Unk","Unk","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH1","F","Nat",765,"Adult",4,NA,4,NA,4,"Unk","Unk","Unk","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH1","F","Hat",700,"Adult",4,4,4,NA,4,"PreSpawn","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH1","F","Hat",690,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH1","F","Nat",671,"Adult",4,NA,NA,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH1","F","Nat",616,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH1","M","Nat",815,"Adult",5,NA,5,NA,5,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH1","M","Hat",640,"Adult",4,4,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH1","F","Hat",695,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH1","M","Unk",740,"Adult",4,NA,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH1","F","Nat",708,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH1","M","Hat",675,"Adult",4,4,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH1","M","Hat",690,"Adult",4,4,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH3","M","Nat",745,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH3","F","Hat",720,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH3","F","Hat",725,"Adult",4,4,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH3","F","Nat",690,"Adult",4,NA,NA,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH3","F","Hat",670,"Adult",4,4,NA,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH3","F","Hat",745,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH3","Unk","Nat",NA,"Adult",4,NA,4,NA,NA,NA,"Unk","Unk","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH4","M","Hat",795,"Adult",4,4,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","M","Nat",680,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Hat",730,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Nat",670,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Nat",830,"Adult",5,NA,5,NA,5,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","M","Nat",920,"Adult",5,NA,5,NA,5,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Hat",720,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Hat",700,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","M","Nat",820,"Adult",4,NA,4,NA,5,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Nat",710,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH4","M","Nat",850,"Adult",4,NA,4,NA,5,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH4","F","Hat",755,"Adult",4,4,4,NA,4,"PreSpawn","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH4","M","Hat",820,"Adult",4,4,4,NA,5,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH4","M","Hat",790,"Adult",4,4,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH4","F","Nat",860,"Adult",5,NA,5,NA,5,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","M","Nat",620,"Adult",4,NA,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Nat",720,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH4","F","Hat",740,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH4","F","Nat",630,"Adult",4,NA,NA,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH4","F","Hat",730,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH4","Unk","Hat",630,"Adult",4,4,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","M","Hat",740,"Adult",4,4,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","M","Nat",640,"Adult",4,NA,NA,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Nat",730,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Nat",720,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","M","Hat",450,"Jack",3,3,3,NA,3,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Nat",680,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Nat",700,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","M","Nat",640,"Adult",4,NA,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Hat",720,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Hat",690,"Adult",4,4,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Hat",690,"Adult",4,4,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","F","Hat",720,"Adult",4,4,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH4","M","Nat",730,"Adult",4,NA,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH5","M","Unk",780,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Hat",680,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Nat",725,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Hat",670,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Hat",720,"Adult",4,4,4,NA,4,"Unk","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Hat",685,"Adult",4,4,4,NA,4,"Unk","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Hat",765,"Adult",4,4,4,NA,4,"Unk","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","M","Hat",783,"Adult",4,4,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-06,"above","above","CATH5","M","Hat",810,"Adult",4,NA,4,NA,5,NA,"Yes","1ROP","Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","M","Nat",740,"Adult",4,NA,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Hat",670,"Adult",4,4,4,NA,4,"Unk","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH5","F","Unk",700,"Adult",4,NA,4,NA,4,"PreSpawn","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH5","F","Nat",640,"Adult",4,NA,4,NA,4,"Spawned","Yes","OP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH5","F","Hat",690,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH5","M","Hat",775,"Adult",4,4,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH5","M","Unk",790,"Adult",4,NA,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH5","M","Hat",820,"Adult",4,4,4,NA,5,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH5","M","Hat",740,"Adult",4,4,4,NA,4,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","M","Hat",765,"Adult",4,4,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH5","F","Nat",645,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Hat",630,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH5","F","Hat",NA,"Adult",4,NA,4,NA,4,"Spawned","No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Hat",705,"Adult",4,4,4,NA,4,"Unk","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Nat",740,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Nat",687,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Nat",706,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Hat",730,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Hat",615,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Nat",690,"Adult",4,NA,4,NA,4,"Unk","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH5","F","Hat",670,"Adult",4,4,4,NA,4,"Unk","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-10,"above","above","CATH5","M","Nat",770,"Adult",4,NA,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH6","M","Nat",820,"Adult",5,NA,NA,NA,5,NA,"No","None","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH6","M","Nat",665,"Adult",4,NA,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH6","M","Nat",675,"Adult",4,NA,4,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH6","F","Nat",790,"Adult",4,NA,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-09-04,"above","above","CATH6","F","Hat",720,"Adult",4,4,4,NA,4,"Spawned","Yes","1ROP","Redd & Carcass",TRUE
"Catherine","Catherine Creek",2002,2002-08-27,"above","above","CATH6","M","Nat",730,"Adult",4,NA,NA,NA,4,NA,"Yes","1ROP","Redd & Carcass",TRUE
